Collection,Box,Position,Stamp,Ballot id,Number of ballots,Required Contests,Possible Contests,Comments
pbcid1,box1,1,,bid1,1,,
pbcid1,box1,2,,bid2,1,,
pbcid1,box1,3,,bid3,1,,
pbcid1,box1,4,,bid4,1,,
pbcid1,box1,5,,bid5,1,,
pbcid1,box1,6,,bid6,1,,
pbcid1,box1,7,,bid7,1,,
pbcid1,box1,8,,bid8,1,,
pbcid1,box1,9,,bid9,1,,
pbcid1,box1,10,,bid10,1,,
pbcid1,box1,11,,bid11,1,,
pbcid1,box1,12,,bid12,1,,
pbcid1,box1,13,,bid13,1,,
pbcid1,box1,14,,bid14,1,,
pbcid1,box1,15,,bid15,1,,
pbcid1,box1,16,,bid16,1,,
pbcid1,box1,17,,bid17,1,,
pbcid1,box1,18,,bid18,1,,
pbcid1,box1,19,,bid19,1,,
pbcid1,box1,20,,bid20,1,,
pbcid1,box1,21,,bid21,1,,
pbcid1,box1,22,,bid22,1,,
pbcid1,box1,23,,bid23,1,,
pbcid1,box1,24,,bid24,1,,
pbcid1,box1,25,,bid25,1,,
pbcid1,box1,26,,bid26,1,,
pbcid1,box1,27,,bid27,1,,
pbcid1,box1,28,,bid28,1,,
pbcid1,box1,29,,bid29,1,,
pbcid1,box1,30,,bid30,1,,
pbcid1,box1,31,,bid31,1,,
pbcid1,box1,32,,bid32,1,,
pbcid1,box1,33,,bid33,1,,
pbcid1,box1,34,,bid34,1,,
pbcid1,box1,35,,bid35,1,,
pbcid1,box1,36,,bid36,1,,
pbcid1,box1,37,,bid37,1,,
pbcid1,box1,38,,bid38,1,,
pbcid1,box1,39,,bid39,1,,
pbcid1,box1,40,,bid40,1,,
pbcid1,box1,41,,bid41,1,,
pbcid1,box1,42,,bid42,1,,
pbcid1,box1,43,,bid43,1,,
pbcid1,box1,44,,bid44,1,,
pbcid1,box1,45,,bid45,1,,
pbcid1,box1,46,,bid46,1,,
pbcid1,box1,47,,bid47,1,,
pbcid1,box1,48,,bid48,1,,
pbcid1,box1,49,,bid49,1,,
pbcid1,box1,50,,bid50,1,,
pbcid1,box1,51,,bid51,1,,
pbcid1,box1,52,,bid52,1,,
pbcid1,box1,53,,bid53,1,,
pbcid1,box1,54,,bid54,1,,
pbcid1,box1,55,,bid55,1,,
pbcid1,box1,56,,bid56,1,,
pbcid1,box1,57,,bid57,1,,
pbcid1,box1,58,,bid58,1,,
pbcid1,box1,59,,bid59,1,,
pbcid1,box1,60,,bid60,1,,
pbcid1,box1,61,,bid61,1,,
pbcid1,box1,62,,bid62,1,,
pbcid1,box1,63,,bid63,1,,
pbcid1,box1,64,,bid64,1,,
pbcid1,box1,65,,bid65,1,,
pbcid1,box1,66,,bid66,1,,
pbcid1,box1,67,,bid67,1,,
pbcid1,box1,68,,bid68,1,,
pbcid1,box1,69,,bid69,1,,
pbcid1,box1,70,,bid70,1,,
pbcid1,box1,71,,bid71,1,,
pbcid1,box1,72,,bid72,1,,
pbcid1,box1,73,,bid73,1,,
pbcid1,box1,74,,bid74,1,,
pbcid1,box1,75,,bid75,1,,
pbcid1,box1,76,,bid76,1,,
pbcid1,box1,77,,bid77,1,,
pbcid1,box1,78,,bid78,1,,
pbcid1,box1,79,,bid79,1,,
pbcid1,box1,80,,bid80,1,,
pbcid1,box1,81,,bid81,1,,
pbcid1,box1,82,,bid82,1,,
pbcid1,box1,83,,bid83,1,,
pbcid1,box1,84,,bid84,1,,
pbcid1,box1,85,,bid85,1,,
pbcid1,box1,86,,bid86,1,,
pbcid1,box1,87,,bid87,1,,
pbcid1,box1,88,,bid88,1,,
pbcid1,box1,89,,bid89,1,,
pbcid1,box1,90,,bid90,1,,
pbcid1,box1,91,,bid91,1,,
pbcid1,box1,92,,bid92,1,,
pbcid1,box1,93,,bid93,1,,
pbcid1,box1,94,,bid94,1,,
pbcid1,box1,95,,bid95,1,,
pbcid1,box1,96,,bid96,1,,
pbcid1,box1,97,,bid97,1,,
pbcid1,box1,98,,bid98,1,,
pbcid1,box1,99,,bid99,1,,
pbcid1,box1,100,,bid100,1,,
pbcid1,box1,101,,bid101,1,,
pbcid1,box1,102,,bid102,1,,
pbcid1,box1,103,,bid103,1,,
pbcid1,box1,104,,bid104,1,,
pbcid1,box1,105,,bid105,1,,
pbcid1,box1,106,,bid106,1,,
pbcid1,box1,107,,bid107,1,,
pbcid1,box1,108,,bid108,1,,
pbcid1,box1,109,,bid109,1,,
pbcid1,box1,110,,bid110,1,,
pbcid1,box1,111,,bid111,1,,
pbcid1,box1,112,,bid112,1,,
pbcid1,box1,113,,bid113,1,,
pbcid1,box1,114,,bid114,1,,
pbcid1,box1,115,,bid115,1,,
pbcid1,box1,116,,bid116,1,,
pbcid1,box1,117,,bid117,1,,
pbcid1,box1,118,,bid118,1,,
pbcid1,box1,119,,bid119,1,,
pbcid1,box1,120,,bid120,1,,
pbcid1,box1,121,,bid121,1,,
pbcid1,box1,122,,bid122,1,,
pbcid1,box1,123,,bid123,1,,
pbcid1,box1,124,,bid124,1,,
pbcid1,box1,125,,bid125,1,,
